%% LaTeX2e file `NMrt21.dat'
%% generated by the `filecontents' environment
%% from source `lab_04_Vin' on 2020/11/19.
%%
 2 1.8632
 4 1.1218
 8 0.9405
 16 0.9029
 32 1.0729
 64 1.0012
 128 1.0298
