%% LaTeX2e file `OM1.dat'
%% generated by the `filecontents' environment
%% from source `lab_04_Vin' on 2020/11/19.
%%
 50  0.0271107554
 100 0.1570508623
 300 4.0661954403
 400 9.3601613664
 500 15.944720769
